year,    det/mc,                expt,              stream,                tier,files,events,size,TB,size/event,MB,,,,,,,,,,
ALL,  detector,          hd-coldbox,               study,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,          hd-coldbox,               study,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,          hd-coldbox,             cosmics,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,          hd-coldbox,             cosmics,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,          hd-coldbox,             physics,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,          hd-coldbox,             physics,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,          hd-coldbox,            pedestal,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,          hd-coldbox,            pedestal,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,          hd-coldbox,         calibration,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,          hd-coldbox,         calibration,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        311_dp_light,                 ALL,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        311_dp_light,                 ALL,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        311_dp_light,                 ALL,          root-tuple,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        311_dp_light,                 ALL,         decoded-raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        311_dp_light,                 ALL,        pandora_info,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        311_dp_light,                 ALL,   hit-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        311_dp_light,                 ALL,   reco-recalibrated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        311_dp_light,                 ALL,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-dp,                 ALL,          root-tuple,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-dp,                 ALL,         decoded-raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-dp,                 ALL,        pandora_info,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-dp,                 ALL,   reco-recalibrated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-dp,                out1,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-dp,                out1,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-dp,                out1,   hit-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-dp,                out1,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-dp,                out2,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-dp,                out2,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-dp,                out2,   hit-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-dp,                out2,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-dp,                test,   hit-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-dp,                test,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-dp,               noise,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-dp,               noise,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-dp,               noise,   hit-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-dp,               noise,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-dp,               study,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-dp,               study,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-dp,               study,   hit-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-dp,               study,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-dp,             physics,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-dp,             physics,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-dp,             physics,   hit-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-dp,             physics,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-dp,            pedestal,   hit-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-dp,            pedestal,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-dp,         calibration,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-dp,         calibration,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-dp,         calibration,   hit-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-dp,         calibration,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-sp,                out1,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-sp,                out1,          root-tuple,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-sp,                out1,   hit-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-sp,                out1,   reco-recalibrated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-sp,                out1,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-sp,                out2,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-sp,                out2,          root-tuple,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-sp,                out2,         decoded-raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-sp,                out2,        pandora_info,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-sp,                out2,   reco-recalibrated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-sp,                out2,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-sp,                test,          root-tuple,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-sp,                test,   reco-recalibrated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-sp,               noise,          root-tuple,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-sp,               noise,        pandora_info,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-sp,               noise,   reco-recalibrated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-sp,               study,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-sp,               study,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-sp,               study,          root-tuple,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-sp,               study,         decoded-raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-sp,               study,        pandora_info,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-sp,               study,   hit-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-sp,               study,   reco-recalibrated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-sp,               study,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-sp,            pedestal,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-sp,            pedestal,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-sp,            pedestal,          root-tuple,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-sp,            pedestal,         decoded-raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-sp,            pedestal,        pandora_info,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-sp,            pedestal,   hit-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-sp,            pedestal,   reco-recalibrated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-sp,            pedestal,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-sp,         calibration,          root-tuple,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,        protodune-sp,         calibration,   reco-recalibrated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,      vd-coldbox-top,                 ALL,          root-tuple,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,      vd-coldbox-top,                 ALL,         decoded-raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,      vd-coldbox-top,                 ALL,        pandora_info,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,      vd-coldbox-top,                 ALL,   hit-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,      vd-coldbox-top,                 ALL,   reco-recalibrated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,      vd-coldbox-top,                out1,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,      vd-coldbox-top,                out1,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,      vd-coldbox-top,                out1,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,      vd-coldbox-top,                out2,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,      vd-coldbox-top,                out2,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,      vd-coldbox-top,                out2,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,      vd-coldbox-top,               noise,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,      vd-coldbox-top,               noise,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,      vd-coldbox-top,               noise,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,      vd-coldbox-top,             cosmics,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,      vd-coldbox-top,             cosmics,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,      vd-coldbox-top,             cosmics,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,      vd-coldbox-top,             physics,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,      vd-coldbox-top,             physics,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,      vd-coldbox-top,             physics,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,      vd-coldbox-top,            pedestal,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,      vd-coldbox-top,         calibration,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,      vd-coldbox-top,         calibration,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,      vd-coldbox-top,         calibration,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,   vd-coldbox-bottom,                 ALL,          root-tuple,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,   vd-coldbox-bottom,                 ALL,         decoded-raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,   vd-coldbox-bottom,                 ALL,        pandora_info,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,   vd-coldbox-bottom,                 ALL,   hit-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,   vd-coldbox-bottom,                 ALL,   reco-recalibrated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,   vd-coldbox-bottom,                 ALL,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,   vd-coldbox-bottom,                out1,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,   vd-coldbox-bottom,                out1,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,   vd-coldbox-bottom,                out2,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,   vd-coldbox-bottom,                out2,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,   vd-coldbox-bottom,               noise,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,   vd-coldbox-bottom,               noise,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,   vd-coldbox-bottom,               study,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,   vd-coldbox-bottom,               study,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,   vd-coldbox-bottom,             cosmics,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,   vd-coldbox-bottom,             cosmics,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,   vd-coldbox-bottom,             physics,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,   vd-coldbox-bottom,             physics,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,   vd-coldbox-bottom,            pedestal,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,   vd-coldbox-bottom,            pedestal,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,   vd-coldbox-bottom,         calibration,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,   vd-coldbox-bottom,         calibration,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,  dc4-vd-coldbox-top,                 ALL,          root-tuple,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,  dc4-vd-coldbox-top,                 ALL,         decoded-raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,  dc4-vd-coldbox-top,                 ALL,        pandora_info,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,  dc4-vd-coldbox-top,                 ALL,   hit-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,  dc4-vd-coldbox-top,                 ALL,   reco-recalibrated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,  dc4-vd-coldbox-top,                 ALL,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,  dc4-vd-coldbox-top,                out1,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,  dc4-vd-coldbox-top,                out1,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,  dc4-vd-coldbox-top,                out2,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,  dc4-vd-coldbox-top,                out2,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,  dc4-vd-coldbox-top,               noise,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,  dc4-vd-coldbox-top,               noise,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,  dc4-vd-coldbox-top,               study,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,  dc4-vd-coldbox-top,               study,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,  dc4-vd-coldbox-top,             cosmics,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,  dc4-vd-coldbox-top,             cosmics,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,  dc4-vd-coldbox-top,             physics,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,  dc4-vd-coldbox-top,             physics,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,  dc4-vd-coldbox-top,            pedestal,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,  dc4-vd-coldbox-top,            pedestal,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,  dc4-vd-coldbox-top,         calibration,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,  dc4-vd-coldbox-top,         calibration,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,311,                 ALL,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,311,                 ALL,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,311,                 ALL,          root-tuple,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,311,                 ALL,         decoded-raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,311,                 ALL,        pandora_info,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,311,                 ALL,   hit-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,311,                 ALL,   reco-recalibrated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,311,                 ALL,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,dc4-vd-coldbox-bottom,                 ALL,          root-tuple,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,dc4-vd-coldbox-bottom,                 ALL,         decoded-raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,dc4-vd-coldbox-bottom,                 ALL,        pandora_info,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,dc4-vd-coldbox-bottom,                 ALL,   hit-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,dc4-vd-coldbox-bottom,                 ALL,   reco-recalibrated,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,dc4-vd-coldbox-bottom,                 ALL,  full-reconstructed,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,dc4-vd-coldbox-bottom,                out1,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,dc4-vd-coldbox-bottom,                out1,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,dc4-vd-coldbox-bottom,                out2,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,dc4-vd-coldbox-bottom,                out2,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,dc4-vd-coldbox-bottom,               noise,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,dc4-vd-coldbox-bottom,               noise,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,dc4-vd-coldbox-bottom,               study,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,dc4-vd-coldbox-bottom,               study,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,dc4-vd-coldbox-bottom,             cosmics,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,dc4-vd-coldbox-bottom,             cosmics,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,dc4-vd-coldbox-bottom,             physics,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,dc4-vd-coldbox-bottom,             physics,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,dc4-vd-coldbox-bottom,            pedestal,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,dc4-vd-coldbox-bottom,            pedestal,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,dc4-vd-coldbox-bottom,         calibration,                 ALL,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
ALL,  detector,dc4-vd-coldbox-bottom,         calibration,                 raw,0.00,0.00,0.00,TB,0,MB,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
